ID;Nombre_Establecimiento;Población_Objetivo;Tipo_de_establecimiento;Gestión;Domicilio;Localidad;Departamento;Provincia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
111;Jin B El Jardin Del Abasto De 02 (N°8);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;San Luis 3224 Balvanera Tucuman 3233;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
112;Jin B Jardin Del Abasto De 02 (N°24);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Jean Jaures 870 Balvanera;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
113;Inst.Mercedes Pacheco;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Dr. Tomas Manuel De Anchorena 1553 Recoleta;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
114;Instituto San Roberto;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Bolivia 667 Flores;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
115;Instituto Escuela De La Nueva Expresion;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Humahuaca 4248 Almagro;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
116;Instituto Betania;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Francisco Acuña De Figueroa 855 Almagro;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
117;Jin D De 03 (Esc. Prim. N° 04 De 03);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Venezuela 753 Montserrat;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
118;Jin D De 03 (Esc. Prim. N° 03 De 03);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Tacuari 567 Montserrat;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
119;Instituto Leopoldo Marechal;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Montiel 3015 Mataderos;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
120;Escuela Parroquial Santa Elisa;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Salta 2290 Barracas;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
121;Instituto Ambrosio Tognoni;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Santa Fe 4320 Palermo;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
122;Jin C De 09 (Esc. Prim. N° 20 De 09);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Darregueyra 2369 Palermo;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
123;Jin C De 09 (Esc. Prim. N° 23 De 09);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Thames 1361 Palermo;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
124;Jin C De 09 (Esc. Prim. N° 01 De 09);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Costa Rica 4942 Palermo;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
125;Jic Nº 01 Pablo Neruda De 17;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Tinogasta 5784 Villa Real;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
126;Jin C De 11 Herminia Brumana (Esc.Prim.N°10De11);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Lafuente 559 Flores;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
127;Jin C De 11 Herminia Brumana (Esc.Prim.N°09De11);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Cnel. Ramon L. Falcon 2934 Flores;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
128;Jin C De 11 Herminia Brumana (Esc.Prim.N°08De11);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Varela 358 Flores;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
129;Jin C De 11 Herminia Brumana (Esc.Prim.N°05De11);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Portela 734 Flores;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
130;Ei Nº 02 De 14 (Hosp. Tornu);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avalos 911 Parque Chas Combatientes De Malvinas 3002;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
131;Instituto San Miguel;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Larrea 1254 Recoleta;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
132;Escuela Arco Iris;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Pte. Jose Evaristo Uriburu 1222 Recoleta;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
133;Escuela Del Parque;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Bogota 123 Caballito;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
134;Jic Nº 03 La Portena De 07;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Yerbal 1548 Caballito Avda. Rivadavia 6065;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
135;Jic N° 02 De 13;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Tte. Gral. Dellepiane 4750 Villa Lugano;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
136;Jic N° 03 De 08;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Saraza 1353 Parque Chacabuco;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
137;Instituto Santa Maria De Los Angeles;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Manuela Pedraza 3950 Coghlan;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
138;Escuela Integral Maimonides;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Terrada 545 Flores;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
139;Instituto Benito Nazar;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Estado De Israel 4230 Almagro;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
140;Escuela Para El Hombre Nuevo;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Bacacay 2154 Flores;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
141;Instituto Arcangel San Miguel;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Dr. Tomas Manuel De Anchorena 41 Balvanera;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
142;Instituto San Antonio De Padua;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Tilcara 3178 Nueva Pompeya;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
143;Instituto Don Orione;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Hipolito Yrigoyen 2074 Balvanera 2084;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
144;Instituto Incorporado Patrocinio De San Jose;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Conesa 1846 Belgrano;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
145;Instituto Casa De Jesus;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Corrientes 4471 Almagro;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
146;Instituto Federico Guillermo Fröebel;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Entre Rios 1661 Parque Patricios;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
147;Instituto Isabel Conde De Hernandez;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Moreno 1859 Balvanera;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
148;Jic N° 03 De 19;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Corrales 3420 Villa Soldati;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
149;Jii N° 02 Juan M. Coghlan De 15;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Tronador 2861 Coghlan;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
150;Centro Educativo Buenos Aires;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Pedro Lozano 2730 Villa Del Parque;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
151;Instituto Hogar San Benito;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Arce 322 Palermo;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
152;Jii N° 01 Jose Francisco De San Martin De 06;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Humberto Iº 2861 San Cristobal;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
153;Colegio Del Trebol;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Baigorria 3054 Villa Del Parque;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
154;Jic Nº 05 De 06;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Catulo Castillo 2750 Parque Patricios Inst. F.F. Bernasconi;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
155;Jin D De 11 Sin Fronteras (Esc.Prim. Nº 15 De 11);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Carabobo 253 Flores;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
156;Jin D De 11 Sin Fronteras (Esc.Prim. Nº 07 De 11);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Pumacahua 1247 Parque Chacabuco;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
157;Jin D De 11 Sin Fronteras (Esc.Prim. Nº 13 De 11);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Lautaro 1440 Flores;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
158;Instituto America Del Sur;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Rivadavia 4118 Almagro;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
159;Esc.Integral Rabino Elias Suli;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Wenceslao Villafañe 1539 Barracas;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
160;Celia Martinez De Varela;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Paseo Colon 465 Montserrat;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
161;Inst.San Francisco;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Moreno 343 Montserrat;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
162;Colegio Integral Caballito;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Dr. Juan Felipe Aranguren 723 Caballito;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
163;Jin A De 10 (Esc. Prim. Nº 09 De 10);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;O'Higgins 3050 Nuñez Piso 1º;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
164;Jin A De 10 (Esc. Prim. Nº 10 De 10);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;11 De Septiembre De 1888 3451 Nuñez;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
165;Jin A De 10 (Esc. Prim. Nº 20 De 10);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Congreso 1553 Nuñez;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
166;Jic N° 04 De 05;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Cachi 77 Nueva Pompeya;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
167;Instituto San Martin De Tours;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Pte. Figueroa Alcorta 3380 Palermo;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
168;Instituto Nta.Sra.De Gracia Y Buen Remedio;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Vallejos 4746 Villa Devoto;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
169;Jic Nº03 Fryda Schultz De Mantovani De 06;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Saavedra 695 Balvanera;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
170;Instituto Carolina Estrada De Martinez;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Del Campo 1653 Villa Ortuzar;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
171;Instituto San Maxilimiano Kolbe;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Zapiola 1680 Belgrano;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
172;Escuela Argentina General Belgrano;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Monroe 3021 Belgrano;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
173;Colegio San Juan Evangelista;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Olavarria 486 Boca;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
174;Instituto Santa Felicitas De San Vicente De Paul;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Pinzon 1480 Barracas;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
175;Colegio Internacional De Las Islas;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Virrey Del Pino 2255 Belgrano;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
176;Instituto San Pio X;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Manuel De Artigas 5221 Mataderos;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
177;Inst. San Cosme Y San Damian;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Molina 1796 Mataderos;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
178;Instituto Zaccaria;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Manuel Montes De Oca 1844 Barracas;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
179;Inst Josefa Capdevilla De Gutierrez;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Arroyo 931 Retiro;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
180;Buenos Aires English High School;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Melian 1880 Belgrano;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
181;Instituto Mekhitarista;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Virrey Del Pino 3511 Belgrano;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
182;Instituto Anunciacion De Maria;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Virrey Del Pino 3541 Belgrano;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
183;Ens Nº 03 Bernardino Rivadavia De 04;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Bolivar 1235 San Telmo;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
184;Hogar De La Infancia De La Boca;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Martin Rodriguez 864 Boca;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
185;Jic N° 02 Carlos Della Penna De 04;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Dr. Eduardo Braun Menendez 260 Boca;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
186;Instituto Resurreccion Del Señor;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Dorrego 894 Chacarita;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
187;Jin D De 13 (Esc. Prim. Nº 01 De 13);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Rafaela 5159 Villa Luro;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
188;Jin D De 13 (Esc. Prim. Nº 06 De 13);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Cnel. Ramon L. Falcon 4801 Villa Luro;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
189;Jin D De 13 (Esc. Prim. Nº 07 De 13);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Juan Bautista Alberdi 4755 Villa Luro;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
190;Jin D De 13 (Esc. Prim. Nº 21 De 13);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Jose Enrique Rodo 4431 Parque Avellaneda;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
191;Jin D De 13 (Esc. Prim. Nº 24 De 13);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Bruix 4620 Parque Avellaneda;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
192;Ei Nº 06 Madre Eufrasia Iaconis De 10;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Blanco Encalada 3471 Belgrano 3485;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
193;Instituto Ntra.Sra.Del Carmen;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Roque Perez 2786 Coghlan;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
194;Instituto Privado Jesus Maria;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Uruguay 1241 Retiro;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
195;Instituto San Maron;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Paraguay 834 Retiro;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
196;Instituto Colegio De Nuestra Señora;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Esmeralda 759 San Nicolas;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
197;Instituto Padre Luis M. Etcheverry Boneo;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Juncal 2131 Recoleta;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
198;Instituto Educacional Santa Teresita;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Quiros 2941 Parque Chas;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
199;Asociacion Escuela Cangallo;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Pres. José E. Uriburu 253 253 Balvanera;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
200;Jin B De 01 (Esc. Prim. N° 14 De 1);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Sarmiento 2250 Balvanera;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
201;Jin B De 01 (Esc. Prim. N° 10 De 1);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Lavalle 2366 Balvanera Piso 1º;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
202;Instituto Aequalis;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Cramer 1222 Colegiales;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
203;Inst Incorporado Rabino Jose Caro;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Moldes 2449 Belgrano;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
204;Inst.Educ.Arg.Ntra.Sra.De Lujan;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Cochrane 2371 Villa Pueyrredon;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
205;Jii Nº 01 Quinquela Martin De 04;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Gral. Gregorio Araoz De Lamadrid 648 Boca;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
206;Instituto San Vicente De Paul;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;24 De Noviembre 1665 Parque Patricios;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
207;Instituto Corazon De Jesus;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Ayacucho 474 Balvanera;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
208;Jii N 10 De 04;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Martin Rodriguez 425 Boca;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
209;Instituto Sara Chamberlain De Eccleston;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Carabobo 56 Flores;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
210;Instituto Damasa Zelaya De Saavedra;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avda. Albarellos 2367 Villa Pueyrredon;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
211;Instituto Casa Verde;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Lautaro 122 Flores 157;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
212;Jin B De 05 (Esc. Prim. N° 06 De 05);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;San Jose 1985 Constitucion;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
213;Jin B De 05 (Esc. Prim. N° 04 De 05);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Solis 1815 Constitucion;CIUDAD DE BUENOS AIRES;Ciudad Autónoma de Buenos Aires;CABA;;;;;;;;;;;;;;;;
